nace_r2,sizeclas,unit,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
O,TOTAL,AVG_3Y,CY	0.3 	0.2 	0.2 	0.2 	0.2 	0.3 	0.6 	1.0 	: 	: 	: 
O,TOTAL,AVG_3Y,CZ	0.9 	0.8 	0.6 	0.4 	0.3 	0.3 	0.4 	0.4 	0.5 	: 	: 
O,TOTAL,AVG_3Y,DE	0.8 	0.7 	0.7 	0.6 	0.6 	0.5 	: 	: 	: 	: 	: 
O,TOTAL,AVG_3Y,EE	2.6 	2.6 	2.3 	2.2 	2.1 	2.4 	2.4 	2.5 	4.2 	: 	: 
O,TOTAL,AVG_3Y,EL	0.1 	0.0 	0.1 	: c	: c	: c	0.0 	0.0 	: 	: 	: 
O,TOTAL,AVG_3Y,ES	3.5 p	3.1 	2.7 	2.4 b	2.5 b	3.0 	4.0 	: 	: 	: 	: 
O,TOTAL,AVG_3Y,FI	0.9 	0.8 	0.8 	1.1 b	1.2 b	1.4 b	1.4 	1.4 	: 	: 	: 
O,TOTAL,AVG_3Y,HR	1.4 b	1.8 b	2.2 b	2.8 	3.7 	: 	: 	: 	: 	: 	: 
O,TOTAL,AVG_3Y,HU	1.6 p	1.2 	1.1 	1.2 	1.2 	1.4 	1.2 	1.1 	0.9 	1.0 	1.0 
O,TOTAL,AVG_3Y,IE	1.3 p	1.2 	1.0 	0.8 	0.5 	0.4 	0.4 	0.4 	0.7 	: 	: 
O,TOTAL,AVG_3Y,LT	3.0 	2.6 	2.0 	1.7 	1.5 	1.4 	1.2 	1.1 	2.3 	: 	: 
O,TOTAL,AVG_3Y,LU	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.1 	0.2 	0.2 	: 	: 
O,TOTAL,AVG_3Y,LV	4.5 	4.2 	4.0 	4.1 	4.0 	3.9 	3.4 	2.8 	2.8 	: 	: 
O,TOTAL,AVG_3Y,MK	0.3 	0.2 	0.3 	0.4 	0.5 	: 	: 	: 	: 	: 	: 
O,TOTAL,AVG_3Y,NL	2.0 p	1.6 p	1.2 p	1.1 p	1.0 	0.9 	0.9 	1.6 	2.3 	2.6 	2.1 
O,TOTAL,AVG_3Y,NO	1.9 	1.8 	1.9 	2.1 	2.3 	2.4 	2.5 	2.5 	: 	: 	: 
O,TOTAL,AVG_3Y,PL	0.9 	0.7 	0.6 	0.6 	0.5 	0.6 	0.7 	1.0 	: 	: 	: 
O,TOTAL,AVG_3Y,PT	0.1 	0.1 	0.1 	0.0 	0.0 	0.0 	0.1 	: 	: 	: 	: 
O,TOTAL,AVG_3Y,RO	3.3 	3.4 	3.2 	2.6 	1.9 	1.4 	1.1 	1.5 	: 	: 	: 
O,TOTAL,AVG_3Y,SE	2.0 	1.7 	1.5 	1.3 	1.4 	1.5 	1.5 	1.2 	: 	: 	: 
O,TOTAL,AVG_3Y,SI	0.3 	0.2 b	0.3 b	0.4 b	0.3 	0.2 	0.1 	0.2 	0.2 	: 	: 
O,TOTAL,AVG_3Y,SK	3.9 	4.1 	4.4 	4.7 	4.6 	4.2 	3.5 	3.7 	4.4 	: 	: 
O,TOTAL,AVG_3Y,UK	1.3 p	1.0 	0.9 	0.8 	0.7 	0.7 	0.7 	1.1 	1.3 	1.5 	1.5 
O,TOTAL,AVG_A,AT	0.7 	1.0 	0.7 	0.5 	0.4 	0.5 	0.3 	0.3 	0.3 	0.3 	: 
O,TOTAL,AVG_A,BE	2.3 	2.7 	2.2 	2.0 	2.1 b	: c	: c	0.5 	0.6 	: 	: 
O,TOTAL,AVG_A,BG	2.5 p	2.5 p	2.4 	2.4 	2.1 	2.6 	3.2 	3.4 	3.1 	3.0 	: 
O,TOTAL,AVG_A,CH	1.1 	0.9 	0.9 	0.9 	1.0 	0.9 	0.8 	0.8 	0.7 	0.8 	0.8 
O,TOTAL,AVG_A,CY	0.3 	0.2 	0.3 	0.2 	0.2 	0.2 	0.2 	0.4 	1.2 	1.2 	: 
O,TOTAL,AVG_A,CZ	1.1 	0.9 	0.8 	0.6 	0.4 	0.1 	0.4 	0.3 	0.3 	0.5 	0.7 
O,TOTAL,AVG_A,DE	0.8 	0.8 	0.7 	0.7 	0.6 	0.6 	0.5 	0.4 	: 	: 	: 
O,TOTAL,AVG_A,EE	2.5 	2.8 	2.5 	2.4 	1.9 	2.2 	2.3 	2.6 	2.4 	2.6 	7.5 
O,TOTAL,AVG_A,EL	0.2 	0.0 	0.0 	0.1 	0.2 	: c	0.0 	0.0 	0.0 	0.0 	: 
O,TOTAL,AVG_A,ES	3.8 p	3.4 	3.2 	2.6 	2.3 	2.4 b	2.8 	3.9 	5.3 	: 	: 
O,TOTAL,AVG_A,FI	1.2 	0.9 	0.6 	0.9 	1.0 	1.4 b	1.2 	1.5 	1.4 	1.2 	: 
O,TOTAL,AVG_A,HR	1.2 	1.6 	1.5 b	2.4 	2.7 	3.4 	5.1 	: 	: 	: 	: 
O,TOTAL,AVG_A,HU	2.3 p	1.4 	1.1 	1.2 	1.0 	1.3 	1.3 	1.6 	0.9 	0.9 	1.1 
O,TOTAL,AVG_A,IE	1.4 p	1.3 	1.2 	1.1 	0.6 	0.6 	0.4 	0.3 	0.3 	0.6 	1.2 
O,TOTAL,AVG_A,LT	3.1 	3.4 	2.6 	1.9 	1.7 	1.5 	1.4 	1.2 	0.9 	1.2 	4.7 
O,TOTAL,AVG_A,LU	0.3 	0.3 	0.2 	0.2 	0.1 	0.1 	0.2 	0.1 	0.1 	0.2 	0.4 
O,TOTAL,AVG_A,LV	4.9 	4.6 	4.0 	3.9 	4.0 	4.3 	3.8 	3.7 	2.7 	2.0 	3.7 
O,TOTAL,AVG_A,MK	0.5 	0.1 	0.2 	0.4 	0.4 	0.4 	0.8 	: 	: 	: 	: 
O,TOTAL,AVG_A,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 
O,TOTAL,AVG_A,NL	2.4 p	2.1 p	1.5 p	1.1 p	1.1 	1.0 	0.8 	0.9 	1.0 	2.9 	2.9 
O,TOTAL,AVG_A,NO	2.1 	1.8 	1.7 	2.0 	2.1 	2.1 	2.7 	2.4 	2.5 	: c	: 
O,TOTAL,AVG_A,PL	1.1 	0.8 	0.7 	0.6 	0.5 	0.5 	0.6 	0.7 	0.8 	1.3 	: 
O,TOTAL,AVG_A,PT	0.1 	0.1 	0.1 	0.1 	0.0 	0.0 	0.0 	0.1 	0.1 	: 	: 
O,TOTAL,AVG_A,RO	2.8 	3.3 	3.7 	3.2 	2.6 	2.0 	1.2 	1.1 	1.2 	2.1 	: 
O,TOTAL,AVG_A,SE	2.2 	2.0 	1.9 	1.4 	1.2 	1.4 	1.6 	1.6 	1.3 	0.9 	: 
O,TOTAL,AVG_A,SI	0.3 	0.3 	0.3 	0.2 b	0.6 	0.3 	0.1 	0.2 	0.2 	0.2 	0.3 
O,TOTAL,AVG_A,SK	4.0 	3.8 	3.8 	4.8 	4.7 	4.8 	4.3 	3.4 	2.8 	4.8 	5.5 
O,TOTAL,AVG_A,UK	1.6 p	1.3 	1.0 	0.9 	0.8 	0.6 	0.6 	0.8 	0.9 	1.5 	1.6 
O-Q,GE10,AVG_3Y,BE	1.8 	1.7 	1.6 b	1.7 	1.7 	: 	: 	: 	: 	: 	: 
O-Q,GE10,AVG_3Y,BG	1.9 p	1.8 p	1.7 	1.7 	1.8 	1.9 	1.9 	2.0 	: 	: 	: 
O-Q,GE10,AVG_3Y,CY	0.5 	0.4 	0.4 	0.3 	0.3 	0.5 	0.8 	1.1 	: 	: 	: 
O-Q,GE10,AVG_3Y,CZ	1.2 	0.9 	0.7 	0.4 	0.3 	0.3 	0.4 	0.4 	0.6 	: 	: 
O-Q,GE10,AVG_3Y,DE	1.8 	1.7 	1.5 	1.4 	1.4 	1.4 	: 	: 	: 	: 	: 
O-Q,GE10,AVG_3Y,EE	1.9 	1.8 	1.5 	1.4 	1.4 	1.4 	1.4 	1.5 	2.4 	: 	: 
O-Q,GE10,AVG_3Y,EL	0.1 	0.0 	0.1 	: 	: 	: 	0.0 	0.0 	: 	: 	: 
O-Q,GE10,AVG_3Y,ES	1.6 p	1.5 	1.3 	1.3 b	1.4 b	1.7 b	2.1 	1.9 	: 	: 	: 
O-Q,GE10,AVG_3Y,FI	1.1 	0.9 	0.8 	0.9 b	1.2 b	1.5 b	1.7 	1.6 	: 	: 	: 
O-Q,GE10,AVG_3Y,FR	: 	1.0 b	0.9 b	0.8 b	0.8 	0.8 	0.8 b	0.8 b	0.8 b	0.8 	0.8 
O-Q,GE10,AVG_3Y,HR	1.8 b	1.7 b	1.5 b	1.5 	1.7 	1.9 	2.1 	: 	: 	: 	: 
O-Q,GE10,AVG_3Y,HU	2.0 p	1.8 	1.8 	1.8 	1.8 	1.8 	1.6 	1.5 	1.5 	1.6 	1.5 
O-Q,GE10,AVG_3Y,IE	1.1 p	1.0 	0.8 	0.7 	0.5 	0.4 	0.3 	0.3 	0.5 	: 	: 
O-Q,GE10,AVG_3Y,IT	0.9 p	0.7 p	0.5 p	0.5 p	0.5 p	0.7 	0.9 	: 	: 	: 	: 
O-Q,GE10,AVG_3Y,LT	1.3 	1.1 	0.9 	0.7 	0.7 	0.6 	0.6 	0.5 	1.0 	: 	: 
O-Q,GE10,AVG_3Y,LU	0.7 	0.6 	0.6 	0.5 	0.5 	0.5 	0.5 	0.5 	0.5 	: 	: 
O-Q,GE10,AVG_3Y,LV	2.3 	2.1 	1.8 	1.8 	1.7 	1.7 	1.5 	1.4 	1.6 	: 	: 
O-Q,GE10,AVG_3Y,MT	1.6 b	2.0 b	2.5 b	2.3 b	2.5 p	2.4 u	2.7 	2.2 	: 	: 	: 
O-Q,GE10,AVG_3Y,NO	2.3 	2.3 	2.4 	2.5 	2.5 	2.6 	2.6 	: 	: 	: 	: 
O-Q,GE10,AVG_3Y,PL	0.4 	0.3 	0.2 	0.2 	0.2 	0.2 	0.3 	0.4 	: 	: 	: 
O-Q,GE10,AVG_3Y,PT	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.2 	: 	: 
O-Q,GE10,AVG_3Y,RO	2.1 	2.1 	1.9 	1.5 	1.2 	0.9 	0.8 	1.1 	: 	: 	: 
O-Q,GE10,AVG_3Y,SE	2.0 	1.8 	1.7 	1.4 	1.3 	1.1 	1.0 	0.8 	: 	: 	: 
O-Q,GE10,AVG_3Y,SI	0.6 	0.5 b	0.4 b	0.4 b	0.4 	0.4 	0.4 	0.4 	0.4 	: 	: 
O-Q,GE10,AVG_3Y,SK	1.6 	1.7 	1.8 	1.9 	1.8 	1.7 	1.6 	1.7 	2.0 	: 	: 
O-Q,GE10,AVG_A,BE	1.9 	1.9 	1.7 	1.5 	1.5 b	: c	: c	: 	: 	: 	: 
O-Q,GE10,AVG_A,BG	1.9 p	1.9 p	1.9 	1.7 	1.6 	1.7 	2.0 	2.0 	1.9 	2.0 	: 
O-Q,GE10,AVG_A,CY	0.6 	0.4 	0.4 	0.4 	0.3 	0.3 	0.4 	0.8 	1.1 	1.3 	: 
O-Q,GE10,AVG_A,CZ	1.5 	1.2 	0.9 	0.6 	0.4 	0.2 	0.3 	0.4 	0.4 	0.6 	0.8 
O-Q,GE10,AVG_A,DE	2.1 	1.8 	1.6 	1.7 	1.3 	1.3 	1.5 	1.4 	: 	: 	: 
O-Q,GE10,AVG_A,EE	2.1 	2.1 	1.7 	1.6 	1.3 	1.4 	1.4 	1.5 	1.4 	1.6 	4.1 
O-Q,GE10,AVG_A,EL	0.3 	0.0 	0.0 	0.1 	0.1 	: 	0.0 	0.0 	0.1 	0.0 	: 
O-Q,GE10,AVG_A,ES	1.8 p	1.6 	1.5 	1.3 	1.2 	1.3 b	1.6 	2.1 	2.8 	0.7 	: 
O-Q,GE10,AVG_A,FI	1.4 	0.9 	0.9 	0.8 	0.9 	1.1 b	1.8 	1.8 	1.5 	1.6 	: 
O-Q,GE10,AVG_A,FR	: 	1.2 	1.0 	0.8 b	0.9 	0.7 	0.8 	0.9 	0.8 b	0.7 	0.8 
O-Q,GE10,AVG_A,HR	1.8 	1.7 	1.8 b	1.5 	1.3 	1.6 	2.3 	1.7 	2.3 	: 	: 
O-Q,GE10,AVG_A,HU	2.4 p	1.9 	1.7 	1.8 	1.7 	1.9 	1.7 	1.7 	1.4 	1.5 	1.6 
O-Q,GE10,AVG_A,IE	1.0 p	1.2 	1.0 	0.9 	0.5 	0.6 	0.4 	0.3 	0.3 	0.4 	0.8 
O-Q,GE10,AVG_A,IT	1.0 p	1.2 p	0.6 p	0.4 p	0.5 p	0.5 p	0.5 p	1.0 p	1.0 p	: 	: 
O-Q,GE10,AVG_A,LT	1.4 	1.4 	1.1 	0.8 	0.7 	0.7 	0.6 	0.6 	0.5 	0.6 	1.9 
O-Q,GE10,AVG_A,LU	0.8 	0.7 	0.6 	0.6 	0.6 	0.5 	0.6 	0.5 	0.4 	0.4 	0.6 
O-Q,GE10,AVG_A,LV	2.6 	2.3 	2.1 	1.8 	1.6 	1.9 	1.6 	1.6 	1.2 	1.2 	2.3 
O-Q,GE10,AVG_A,MT	1.3 b	0.9 b	2.8 p	2.4 b	2.4 p	2.1 u	2.9 u	2.1 u	3.3 p	: c	: 
O-Q,GE10,AVG_A,NO	2.5 	2.2 	2.2 	2.4 	2.6 	2.5 	2.4 	2.7 	2.7 	: 	: 
O-Q,GE10,AVG_A,PL	0.5 	0.4 	0.3 	0.2 	0.2 	0.2 	0.2 	0.3 	0.3 	0.5 	: 
O-Q,GE10,AVG_A,PT	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.2 	0.3 
O-Q,GE10,AVG_A,RO	1.8 	2.1 	2.2 	1.9 	1.6 	1.1 	0.8 	0.7 	0.8 	1.9 	: 
O-Q,GE10,AVG_A,SE	2.1 	1.9 	2.0 	1.7 	1.4 	1.2 	1.2 	1.0 	0.8 	0.6 	: 
O-Q,GE10,AVG_A,SI	0.7 	0.5 	0.5 	0.4 b	0.5 	0.4 	0.4 	0.4 	0.4 	0.4 	0.5 
O-Q,GE10,AVG_A,SK	1.7 	1.6 	1.6 	1.9 	1.8 	1.9 	1.8 	1.5 	1.4 	2.1 	2.4 
O-Q,TOTAL,AVG_3Y,AT	1.1 	1.0 	0.8 	0.8 	0.8 	0.8 	0.8 	0.8 	: 	: 	: 
O-Q,TOTAL,AVG_3Y,BE	1.9 	1.7 	1.6 b	: c	: c	1.6 	1.2 	: 	: 	: 	: 
O-Q,TOTAL,AVG_3Y,BG	1.9 p	1.8 p	1.7 	1.6 	1.7 	1.8 	1.9 	1.9 	: 	: 	: 
O-Q,TOTAL,AVG_3Y,CH	0.9 	0.8 	0.8 	0.8 	0.8 	0.8 	0.8 	0.7 	0.8 	0.8 	0.7 
O-Q,TOTAL,AVG_3Y,CY	0.6 	0.5 	0.4 	0.3 	0.3 	0.6 	0.9 	1.3 	: 	: 	: 
O-Q,TOTAL,AVG_3Y,CZ	1.3 	1.0 	0.7 	0.4 	0.3 	0.3 	0.4 	0.4 	0.6 	: 	: 
O-Q,TOTAL,AVG_3Y,DE	2.0 	1.9 	1.7 	1.6 	1.5 	1.5 	: 	: 	: 	: 	: 
O-Q,TOTAL,AVG_3Y,EA	: 	1.5 	1.3 	1.2 	1.2 	1.3 	: 	: 	: 	: 	: 
O-Q,TOTAL,AVG_3Y,EA19	: 	1.5 	1.3 	1.2 	1.2 	1.3 	: 	: 	: 	: 	: 
O-Q,TOTAL,AVG_3Y,EE	1.9 	1.8 	1.5 	1.4 	1.4 	1.4 	1.4 	1.5 	2.3 	: 	: 
O-Q,TOTAL,AVG_3Y,EL	0.1 	0.1 	0.1 	: c	: c	: c	0.0 	0.1 	: 	: 	: 
O-Q,TOTAL,AVG_3Y,ES	1.6 p	1.4 	1.3 	1.2 b	1.3 b	1.7 b	2.2 	1.9 	: 	: 	: 
O-Q,TOTAL,AVG_3Y,FI	1.1 	0.9 	0.9 	1.0 b	1.3 b	1.6 b	1.8 	1.7 	: 	: 	: 
O-Q,TOTAL,AVG_3Y,HR	1.8 b	1.7 b	1.5 b	1.5 	1.7 	: 	: 	: 	: 	: 	: 
O-Q,TOTAL,AVG_3Y,HU	2.0 p	1.8 	1.7 	1.8 	1.8 	1.8 	1.6 	1.5 	1.5 	1.5 	1.5 
O-Q,TOTAL,AVG_3Y,IE	1.0 p	1.0 	0.8 	0.7 	0.5 	0.4 	0.3 	0.3 	0.5 	: 	: 
O-Q,TOTAL,AVG_3Y,LT	1.3 	1.1 	0.9 	0.8 	0.7 	0.6 	0.6 	0.5 	1.0 	: 	: 
O-Q,TOTAL,AVG_3Y,LU	0.7 	0.7 	0.6 	0.5 	0.5 	0.5 	0.5 	0.5 	0.5 	: 	: 
O-Q,TOTAL,AVG_3Y,LV	2.3 	2.0 	1.8 	1.7 	1.7 	1.7 	1.5 	1.3 	1.6 	: 	: 
O-Q,TOTAL,AVG_3Y,MK	0.5 	0.5 	0.6 	0.7 	0.8 	: 	: 	: 	: 	: 	: 
O-Q,TOTAL,AVG_3Y,NL	1.8 p	1.5 p	1.2 p	1.0 p	0.9 	1.0 	1.1 	1.4 	1.7 	2.0 	1.9 
O-Q,TOTAL,AVG_3Y,NO	2.3 	2.3 	2.4 	2.5 	2.5 	2.6 	2.7 	2.8 	: 	: 	: 
O-Q,TOTAL,AVG_3Y,PL	0.4 	0.3 	0.3 	0.2 	0.2 	0.2 	0.3 	0.4 	: 	: 	: 
O-Q,TOTAL,AVG_3Y,PT	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.2 	0.2 	: 	: 
O-Q,TOTAL,AVG_3Y,RO	2.1 	2.1 	1.9 	1.5 	1.2 	0.9 	0.8 	1.1 	: 	: 	: 
O-Q,TOTAL,AVG_3Y,SE	2.0 	1.9 	1.7 	1.4 	1.3 	1.2 	1.0 	0.8 	: 	: 	: 
O-Q,TOTAL,AVG_3Y,SI	0.6 	0.5 b	0.5 b	0.4 b	0.4 	0.4 	0.4 	0.4 	0.4 	: 	: 
O-Q,TOTAL,AVG_3Y,SK	1.5 	1.5 	1.6 	1.7 	1.7 	1.6 	1.4 	1.5 	1.8 	: 	: 
O-Q,TOTAL,AVG_3Y,UK	2.3 p	2.3 	2.1 	1.9 	1.6 	1.4 	1.3 	1.5 	1.7 	1.9 	1.8 
O-Q,TOTAL,AVG_A,AT	1.3 	1.1 	1.0 	0.8 	0.7 	0.8 	0.8 	0.8 	0.8 	0.7 	: 
O-Q,TOTAL,AVG_A,BE	1.9 	2.0 	1.7 	1.5 	1.5 b	: c	: c	1.0 	1.1 	: 	: 
O-Q,TOTAL,AVG_A,BG	1.9 p	1.8 p	1.8 	1.6 	1.6 	1.7 	1.9 	1.9 	1.9 	1.9 	: 
O-Q,TOTAL,AVG_A,CH	1.0 	0.8 	0.8 	0.8 	0.8 	0.8 	0.8 	0.7 	0.7 	0.8 	0.8 
O-Q,TOTAL,AVG_A,CY	0.6 	0.5 	0.5 	0.4 	0.3 	0.3 	0.5 	0.9 	1.3 	1.6 	: 
O-Q,TOTAL,AVG_A,CZ	1.5 	1.3 	1.0 	0.7 	0.4 	0.2 	0.4 	0.4 	0.4 	0.6 	0.8 
O-Q,TOTAL,AVG_A,DE	2.3 	2.0 	1.8 	1.8 	1.5 	1.4 	1.7 	1.4 	: 	: 	: 
O-Q,TOTAL,AVG_A,EA	: 	1.6 	1.4 	1.3 	1.2 	1.2 	1.3 	1.3 	: 	: 	: 
O-Q,TOTAL,AVG_A,EA19	: 	1.6 	1.4 	1.3 	1.2 	1.2 	1.3 	1.3 	: 	: 	: 
O-Q,TOTAL,AVG_A,EE	2.0 	2.0 	1.7 	1.6 	1.3 	1.4 	1.4 	1.5 	1.4 	1.6 	4.0 
O-Q,TOTAL,AVG_A,EL	0.3 	0.0 	0.0 	0.1 	0.1 	: c	0.0 	0.0 	0.1 	0.1 	: 
O-Q,TOTAL,AVG_A,ES	1.7 p	1.5 	1.4 	1.3 	1.1 	1.3 b	1.6 	2.1 	2.8 	0.9 	: 
O-Q,TOTAL,AVG_A,FI	1.4 	1.0 	0.9 	0.9 	0.9 	1.1 b	1.9 	1.8 	1.7 	1.7 	: 
O-Q,TOTAL,AVG_A,HR	1.8 	1.8 	1.8 b	1.5 	1.3 	1.6 	2.3 	: 	: 	: 	: 
O-Q,TOTAL,AVG_A,HU	2.4 p	1.9 	1.7 	1.8 	1.7 	1.9 	1.7 	1.7 	1.4 	1.5 	1.6 
O-Q,TOTAL,AVG_A,IE	1.0 p	1.1 	1.0 	0.8 	0.5 	0.6 	0.4 	0.3 	0.3 	0.4 	0.8 
O-Q,TOTAL,AVG_A,LT	1.3 	1.4 	1.1 	0.8 	0.7 	0.7 	0.6 	0.6 	0.5 	0.6 	1.8 
O-Q,TOTAL,AVG_A,LU	0.8 	0.8 	0.7 	0.6 	0.6 	0.5 	0.6 	0.5 	0.4 	0.4 	0.6 
O-Q,TOTAL,AVG_A,LV	2.5 	2.2 	2.0 	1.8 	1.6 	1.8 	1.6 	1.6 	1.2 	1.2 	2.3 
O-Q,TOTAL,AVG_A,MK	0.8 	0.3 	0.4 	0.7 	0.6 	0.7 	1.2 	: 	: 	: 	: 
O-Q,TOTAL,AVG_A,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 
O-Q,TOTAL,AVG_A,NL	2.1 p	1.9 p	1.5 p	1.1 p	0.9 	0.8 	1.0 	1.1 	1.2 	1.8 	2.2 
O-Q,TOTAL,AVG_A,NO	2.5 	2.2 	2.2 	2.4 	2.5 	2.5 	2.5 	2.7 	2.8 	: c	: 
O-Q,TOTAL,AVG_A,PL	0.5 	0.4 	0.3 	0.3 	0.2 	0.2 	0.2 	0.3 	0.3 	0.5 	: 
O-Q,TOTAL,AVG_A,PT	0.2 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.3 	0.4 
O-Q,TOTAL,AVG_A,RO	1.8 	2.1 	2.2 	1.9 	1.5 	1.1 	0.8 	0.7 	0.8 	1.9 	: 
O-Q,TOTAL,AVG_A,SE	2.1 	2.0 	2.0 	1.7 	1.4 	1.3 	1.2 	1.1 	0.8 	0.6 	: 
O-Q,TOTAL,AVG_A,SI	0.8 	0.6 	0.5 	0.4 b	0.5 	0.4 	0.4 	0.4 	0.4 	0.4 	0.5 
O-Q,TOTAL,AVG_A,SK	1.5 	1.4 	1.4 	1.8 	1.7 	1.8 	1.6 	1.4 	1.3 	2.0 	2.1 
O-Q,TOTAL,AVG_A,UK	2.4 p	2.3 	2.3 	2.2 	2.0 	1.6 	1.3 	1.2 	1.5 	1.8 	1.9 
O-S,GE10,AVG_3Y,BE	1.9 	1.7 	1.6 b	1.7 	1.7 	: 	: 	: 	: 	: 	: 
O-S,GE10,AVG_3Y,BG	1.8 p	1.7 p	1.6 	1.6 	1.6 	1.8 	1.8 	1.8 	: 	: 	: 
O-S,GE10,AVG_3Y,CY	0.6 	0.5 	0.4 	0.4 	0.4 	0.5 	0.8 	1.1 	: 	: 	: 
O-S,GE10,AVG_3Y,CZ	1.4 	1.1 	0.8 	0.5 	0.4 	0.3 	0.4 	0.5 	0.7 	: 	: 
O-S,GE10,AVG_3Y,DE	1.8 	1.7 	1.6 	1.4 	1.4 	1.4 	: 	: 	: 	: 	: 
O-S,GE10,AVG_3Y,EE	2.0 	1.8 	1.6 	1.5 	1.4 	1.5 	1.5 	1.5 	2.4 	: 	: 
O-S,GE10,AVG_3Y,EL	0.1 	0.1 	0.1 	: 	: 	: 	0.2 	0.3 	: 	: 	: 
O-S,GE10,AVG_3Y,ES	1.5 p	1.4 	1.3 	1.2 b	1.3 b	1.6 b	2.0 	1.8 	: 	: 	: 
O-S,GE10,AVG_3Y,FI	1.2 	0.9 	0.9 	0.9 b	1.3 b	1.6 b	1.8 	1.7 	: 	: 	: 
O-S,GE10,AVG_3Y,FR	: 	1.1 b	0.9 b	0.8 b	0.8 	0.8 	0.8 b	0.7 b	0.7 b	0.7 	0.7 
O-S,GE10,AVG_3Y,HR	1.8 b	1.7 b	1.5 b	1.4 	1.7 	1.8 	2.0 	: 	: 	: 	: 
O-S,GE10,AVG_3Y,HU	2.0 p	1.8 	1.7 	1.8 	1.7 	1.7 	1.6 	1.5 	1.5 	1.5 	1.5 
O-S,GE10,AVG_3Y,IE	1.0 p	1.0 	0.8 	0.7 	0.5 	0.4 	0.4 	0.4 	0.5 	: 	: 
O-S,GE10,AVG_3Y,IT	1.0 p	0.8 p	0.6 p	0.5 p	0.5 p	0.7 	0.9 	: 	: 	: 	: 
O-S,GE10,AVG_3Y,LT	1.3 	1.1 	0.9 	0.8 	0.7 	0.7 	0.6 	0.6 	1.0 	: 	: 
O-S,GE10,AVG_3Y,LU	0.7 	0.7 	0.6 	0.5 	0.6 	0.5 	0.5 	0.5 	0.5 	: 	: 
O-S,GE10,AVG_3Y,LV	2.2 	1.9 	1.7 	1.6 	1.6 	1.6 	1.4 	1.3 	1.5 	: 	: 
O-S,GE10,AVG_3Y,MT	1.9 b	2.2 b	2.7 b	2.4 b	2.7 p	2.6 u	3.0 	2.4 	: 	: 	: 
O-S,GE10,AVG_3Y,NO	2.2 	2.2 	2.3 	2.5 	2.5 	2.5 	2.6 	: 	: 	: 	: 
O-S,GE10,AVG_3Y,PL	0.4 	0.3 	0.3 	0.2 	0.2 	0.2 	0.3 	0.4 	: 	: 	: 
O-S,GE10,AVG_3Y,PT	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.2 	: 	: 
O-S,GE10,AVG_3Y,RO	2.1 	2.1 	1.9 	1.6 	1.2 	0.9 	0.8 	1.1 	: 	: 	: 
O-S,GE10,AVG_3Y,SE	2.0 	1.9 	1.7 	1.5 	1.3 	1.2 	1.1 	0.9 	: 	: 	: 
O-S,GE10,AVG_3Y,SI	0.6 u	0.5 b	0.5 b	0.4 b	0.4 	0.4 	0.4 	0.4 	0.4 	: 	: 
O-S,GE10,AVG_3Y,SK	1.5 	1.6 	1.7 	1.8 	1.8 	1.7 	1.5 	1.6 	1.9 	: 	: 
O-S,GE10,AVG_A,BE	1.9 	2.0 	1.8 	1.5 	1.5 b	2.0 b	1.7 b	: 	: 	: 	: 
O-S,GE10,AVG_A,BG	1.8 p	1.8 p	1.7 	1.6 	1.5 	1.6 	1.9 	1.8 	1.8 	1.9 	: 
O-S,GE10,AVG_A,CY	0.7 	0.5 	0.5 	0.5 	0.3 	0.3 	0.5 	0.8 	1.1 	1.4 	: 
O-S,GE10,AVG_A,CZ	1.7 	1.4 	1.1 	0.8 	0.4 	0.2 	0.4 	0.4 	0.4 	0.6 	0.9 
O-S,GE10,AVG_A,DE	2.1 	1.8 	1.6 	1.7 	1.3 	1.3 	1.6 	1.4 	: 	: 	: 
O-S,GE10,AVG_A,EE	2.1 	2.1 	1.8 	1.6 	1.4 	1.4 	1.5 	1.5 	1.4 	1.7 	4.0 
O-S,GE10,AVG_A,EL	0.3 	0.0 	0.0 	0.1 	0.1 	: 	0.0 	0.2 	0.3 	0.4 	: 
O-S,GE10,AVG_A,ES	1.7 p	1.5 	1.4 	1.3 	1.1 	1.3 b	1.5 	1.9 	2.6 	0.7 	: 
O-S,GE10,AVG_A,FI	1.4 	1.1 	1.0 	0.8 	0.9 	1.1 b	1.9 	1.8 	1.6 	1.6 	: 
O-S,GE10,AVG_A,FR	: 	1.4 	1.1 	0.9 b	0.9 	0.8 	0.8 	0.8 	0.7 b	0.6 	0.8 
O-S,GE10,AVG_A,HR	1.9 	1.7 	1.9 b	1.4 	1.3 	1.5 	2.2 	1.6 	2.2 	: 	: 
